HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username
27,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32477,52,Wed Jun 28 19:52:36 UTC 2023,Wed Jun 28 19:52:51 UTC 2023,15,"[[{""id"": ""g1.0"", ""content"": ""they're cooking""}, {""id"": ""g1.1"", ""content"": ""keep themselves clean""}, {""id"": ""g1.2"", ""content"": ""yes""}, {""id"": ""g1.3"", ""content"": ""to keep clothes clean""}, {""id"": ""g1.4"", ""content"": ""cooking""}, {""id"": ""g1.5"", ""content"": ""they are cooking""}, {""id"": ""g1.6"", ""content"": ""they're cooks""}, {""id"": ""g1.7"", ""content"": ""working""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525180.jpg""","""Why are the men wearing aprons?""","[[],[{""id"":""g1.3"",""content"":""to keep clothes clean""},{""id"":""g1.1"",""content"":""keep themselves clean""}],[{""id"":""g1.7"",""content"":""working""},{""id"":""g1.6"",""content"":""they're cooks""},{""id"":""g1.5"",""content"":""they are cooking""},{""id"":""g1.4"",""content"":""cooking""},{""id"":""g1.0"",""content"":""they're cooking""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
27,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32011,129,Tue Jun 20 13:31:31 UTC 2023,Tue Jun 20 13:31:55 UTC 2023,24,"[[{""id"": ""g1.0"", ""content"": ""they're cooking""}, {""id"": ""g1.1"", ""content"": ""keep themselves clean""}, {""id"": ""g1.2"", ""content"": ""yes""}, {""id"": ""g1.3"", ""content"": ""to keep clothes clean""}, {""id"": ""g1.4"", ""content"": ""cooking""}, {""id"": ""g1.5"", ""content"": ""they are cooking""}, {""id"": ""g1.6"", ""content"": ""they're cooks""}, {""id"": ""g1.7"", ""content"": ""working""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525180.jpg""","""Why are the men wearing aprons?""","[[{""id"":""g1.4"",""content"":""cooking""},{""id"":""g1.7"",""content"":""working""}],[{""id"":""g1.3"",""content"":""to keep clothes clean""},{""id"":""g1.1"",""content"":""keep themselves clean""}],[{""id"":""g1.6"",""content"":""they're cooks""},{""id"":""g1.5"",""content"":""they are cooking""},{""id"":""g1.0"",""content"":""they're cooking""}]]","[""both"",""purpose"",""reason""]",TRUE,value,"""see answers""",jgualla1
28,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32478,52,Wed Jun 28 19:52:51 UTC 2023,Wed Jun 28 19:53:20 UTC 2023,29,"[[{""id"": ""g1.0"", ""content"": ""cannot tell""}, {""id"": ""g1.1"", ""content"": ""not open""}, {""id"": ""g1.2"", ""content"": ""living room""}, {""id"": ""g1.3"", ""content"": ""because woman left it open""}, {""id"": ""g1.4"", ""content"": ""visibility""}, {""id"": ""g1.5"", ""content"": ""fresh air""}, {""id"": ""g1.6"", ""content"": ""access""}, {""id"": ""g1.7"", ""content"": ""open to office""}, {""id"": ""g1.8"", ""content"": ""not closed""}, {""id"": ""g1.9"", ""content"": ""no privacy needed""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000497558.jpg""","""Why is the door open?""","[[],[{""id"":""g1.6"",""content"":""access""},{""id"":""g1.5"",""content"":""fresh air""},{""id"":""g1.4"",""content"":""visibility""}],[{""id"":""g1.9"",""content"":""no privacy needed""},{""id"":""g1.8"",""content"":""not closed""},{""id"":""g1.7"",""content"":""open to office""},{""id"":""g1.3"",""content"":""because woman left it open""},{""id"":""g1.2"",""content"":""living room""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
28,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32012,129,Tue Jun 20 13:31:55 UTC 2023,Tue Jun 20 13:32:25 UTC 2023,30,"[[{""id"": ""g1.0"", ""content"": ""cannot tell""}, {""id"": ""g1.1"", ""content"": ""not open""}, {""id"": ""g1.2"", ""content"": ""living room""}, {""id"": ""g1.3"", ""content"": ""because woman left it open""}, {""id"": ""g1.4"", ""content"": ""visibility""}, {""id"": ""g1.5"", ""content"": ""fresh air""}, {""id"": ""g1.6"", ""content"": ""access""}, {""id"": ""g1.7"", ""content"": ""open to office""}, {""id"": ""g1.8"", ""content"": ""not closed""}, {""id"": ""g1.9"", ""content"": ""no privacy needed""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000497558.jpg""","""Why is the door open?""","[[{""id"":""g1.9"",""content"":""no privacy needed""}],[{""id"":""g1.6"",""content"":""access""},{""id"":""g1.5"",""content"":""fresh air""},{""id"":""g1.4"",""content"":""visibility""}],[{""id"":""g1.7"",""content"":""open to office""},{""id"":""g1.3"",""content"":""because woman left it open""},{""id"":""g1.2"",""content"":""living room""}]]","[""both"",""purpose"",""reason""]",TRUE,value,"""see answers""",jgualla1
29,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32479,52,Wed Jun 28 19:53:20 UTC 2023,Wed Jun 28 19:53:33 UTC 2023,13,"[[{""id"": ""g1.0"", ""content"": ""mesh chair""}, {""id"": ""g1.1"", ""content"": ""yes""}, {""id"": ""g1.2"", ""content"": ""material that chair back is made of is see-through material""}, {""id"": ""g1.3"", ""content"": ""it has mesh on it""}, {""id"": ""g1.4"", ""content"": ""holes""}, {""id"": ""g1.5"", ""content"": ""mesh""}, {""id"": ""g1.6"", ""content"": ""it's mesh""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525223.jpg""","""Why are we able to see through the chair back?""","[[],[],[{""id"":""g1.6"",""content"":""it's mesh""},{""id"":""g1.5"",""content"":""mesh""},{""id"":""g1.4"",""content"":""holes""},{""id"":""g1.3"",""content"":""it has mesh on it""},{""id"":""g1.2"",""content"":""material that chair back is made of is see-through material""},{""id"":""g1.0"",""content"":""mesh chair""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
29,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32013,129,Tue Jun 20 13:32:25 UTC 2023,Tue Jun 20 13:32:36 UTC 2023,11,"[[{""id"": ""g1.0"", ""content"": ""mesh chair""}, {""id"": ""g1.1"", ""content"": ""yes""}, {""id"": ""g1.2"", ""content"": ""material that chair back is made of is see-through material""}, {""id"": ""g1.3"", ""content"": ""it has mesh on it""}, {""id"": ""g1.4"", ""content"": ""holes""}, {""id"": ""g1.5"", ""content"": ""mesh""}, {""id"": ""g1.6"", ""content"": ""it's mesh""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525223.jpg""","""Why are we able to see through the chair back?""","[[],[],[{""id"":""g1.6"",""content"":""it's mesh""},{""id"":""g1.5"",""content"":""mesh""},{""id"":""g1.4"",""content"":""holes""},{""id"":""g1.3"",""content"":""it has mesh on it""},{""id"":""g1.2"",""content"":""material that chair back is made of is see-through material""},{""id"":""g1.0"",""content"":""mesh chair""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
30,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32480,52,Wed Jun 28 19:53:33 UTC 2023,Wed Jun 28 19:54:01 UTC 2023,28,"[[{""id"": ""g1.0"", ""content"": ""computers""}, {""id"": ""g1.1"", ""content"": ""iphone""}, {""id"": ""g1.2"", ""content"": ""technology""}, {""id"": ""g1.3"", ""content"": ""not sure""}, {""id"": ""g1.4"", ""content"": ""new technology""}, {""id"": ""g1.5"", ""content"": ""outdated""}, {""id"": ""g1.6"", ""content"": ""obsolete""}, {""id"": ""g1.7"", ""content"": ""i didn't""}, {""id"": ""g1.8"", ""content"": ""they are obsolete""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000000941.jpg""","""Why have Palm pilots disappeared?""","[[],[],[{""id"":""g1.8"",""content"":""they are obsolete""},{""id"":""g1.6"",""content"":""obsolete""},{""id"":""g1.5"",""content"":""outdated""},{""id"":""g1.4"",""content"":""new technology""},{""id"":""g1.2"",""content"":""technology""},{""id"":""g1.1"",""content"":""iphone""},{""id"":""g1.0"",""content"":""computers""}]]","[""both"",""purpose"",""reason""]",TRUE,value,"""this question doesn't really have anything to do with the image""",esteng
30,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32014,129,Tue Jun 20 13:32:36 UTC 2023,Tue Jun 20 13:32:54 UTC 2023,18,"[[{""id"": ""g1.0"", ""content"": ""computers""}, {""id"": ""g1.1"", ""content"": ""iphone""}, {""id"": ""g1.2"", ""content"": ""technology""}, {""id"": ""g1.3"", ""content"": ""not sure""}, {""id"": ""g1.4"", ""content"": ""new technology""}, {""id"": ""g1.5"", ""content"": ""outdated""}, {""id"": ""g1.6"", ""content"": ""obsolete""}, {""id"": ""g1.7"", ""content"": ""i didn't""}, {""id"": ""g1.8"", ""content"": ""they are obsolete""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000000941.jpg""","""Why have Palm pilots disappeared?""","[[],[],[{""id"":""g1.8"",""content"":""they are obsolete""},{""id"":""g1.6"",""content"":""obsolete""},{""id"":""g1.5"",""content"":""outdated""},{""id"":""g1.4"",""content"":""new technology""},{""id"":""g1.2"",""content"":""technology""},{""id"":""g1.1"",""content"":""iphone""},{""id"":""g1.0"",""content"":""computers""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
31,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32481,52,Wed Jun 28 19:54:01 UTC 2023,Wed Jun 28 19:54:28 UTC 2023,27,"[[{""id"": ""g1.0"", ""content"": ""museum""}, {""id"": ""g1.1"", ""content"": ""old""}, {""id"": ""g1.2"", ""content"": ""yes""}, {""id"": ""g1.3"", ""content"": ""to exhibit""}, {""id"": ""g1.4"", ""content"": ""travel""}, {""id"": ""g1.5"", ""content"": ""decor""}, {""id"": ""g1.6"", ""content"": ""historical""}, {""id"": ""g1.7"", ""content"": ""trunks""}, {""id"": ""g1.8"", ""content"": ""for sale""}, {""id"": ""g1.9"", ""content"": ""famous person's""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000000955.jpg""","""Why are they on display?""","[[],[{""id"":""g1.3"",""content"":""to exhibit""}],[{""id"":""g1.9"",""content"":""famous person's""},{""id"":""g1.8"",""content"":""for sale""},{""id"":""g1.7"",""content"":""trunks""},{""id"":""g1.6"",""content"":""historical""},{""id"":""g1.5"",""content"":""decor""},{""id"":""g1.4"",""content"":""travel""},{""id"":""g1.1"",""content"":""old""},{""id"":""g1.0"",""content"":""museum""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
31,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32015,129,Tue Jun 20 13:32:54 UTC 2023,Tue Jun 20 13:33:16 UTC 2023,22,"[[{""id"": ""g1.0"", ""content"": ""museum""}, {""id"": ""g1.1"", ""content"": ""old""}, {""id"": ""g1.2"", ""content"": ""yes""}, {""id"": ""g1.3"", ""content"": ""to exhibit""}, {""id"": ""g1.4"", ""content"": ""travel""}, {""id"": ""g1.5"", ""content"": ""decor""}, {""id"": ""g1.6"", ""content"": ""historical""}, {""id"": ""g1.7"", ""content"": ""trunks""}, {""id"": ""g1.8"", ""content"": ""for sale""}, {""id"": ""g1.9"", ""content"": ""famous person's""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000000955.jpg""","""Why are they on display?""","[[],[{""id"":""g1.3"",""content"":""to exhibit""}],[{""id"":""g1.9"",""content"":""famous person's""},{""id"":""g1.8"",""content"":""for sale""},{""id"":""g1.7"",""content"":""trunks""},{""id"":""g1.6"",""content"":""historical""},{""id"":""g1.5"",""content"":""decor""},{""id"":""g1.4"",""content"":""travel""},{""id"":""g1.1"",""content"":""old""},{""id"":""g1.0"",""content"":""museum""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
32,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32482,52,Wed Jun 28 19:54:28 UTC 2023,Wed Jun 28 19:55:06 UTC 2023,38,"[[{""id"": ""g1.0"", ""content"": ""safety""}, {""id"": ""g1.1"", ""content"": ""because of ball""}, {""id"": ""g1.2"", ""content"": ""safety from ball""}, {""id"": ""g1.3"", ""content"": ""in case ball hits them""}, {""id"": ""g1.4"", ""content"": ""danger""}, {""id"": ""g1.5"", ""content"": ""in case they get hit with ball""}, {""id"": ""g1.6"", ""content"": ""to protect from ball""}, {""id"": ""g1.7"", ""content"": ""in case they are hit with ball protects head""}, {""id"": ""g1.8"", ""content"": ""protection""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525300.jpg""","""Why do they wear head protection?""","[[],[{""id"":""g1.7"",""content"":""in case they are hit with ball protects head""},{""id"":""g1.5"",""content"":""in case they get hit with ball""},{""id"":""g1.8"",""content"":""protection""},{""id"":""g1.6"",""content"":""to protect from ball""},{""id"":""g1.3"",""content"":""in case ball hits them""},{""id"":""g1.2"",""content"":""safety from ball""},{""id"":""g1.1"",""content"":""because of ball""},{""id"":""g1.0"",""content"":""safety""}],[{""id"":""g1.4"",""content"":""danger""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
32,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32016,129,Tue Jun 20 13:33:16 UTC 2023,Tue Jun 20 13:33:51 UTC 2023,35,"[[{""id"": ""g1.0"", ""content"": ""safety""}, {""id"": ""g1.1"", ""content"": ""because of ball""}, {""id"": ""g1.2"", ""content"": ""safety from ball""}, {""id"": ""g1.3"", ""content"": ""in case ball hits them""}, {""id"": ""g1.4"", ""content"": ""danger""}, {""id"": ""g1.5"", ""content"": ""in case they get hit with ball""}, {""id"": ""g1.6"", ""content"": ""to protect from ball""}, {""id"": ""g1.7"", ""content"": ""in case they are hit with ball protects head""}, {""id"": ""g1.8"", ""content"": ""protection""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525300.jpg""","""Why do they wear head protection?""","[[],[{""id"":""g1.8"",""content"":""protection""},{""id"":""g1.6"",""content"":""to protect from ball""},{""id"":""g1.0"",""content"":""safety""},{""id"":""g1.2"",""content"":""safety from ball""}],[{""id"":""g1.7"",""content"":""in case they are hit with ball protects head""},{""id"":""g1.5"",""content"":""in case they get hit with ball""},{""id"":""g1.4"",""content"":""danger""},{""id"":""g1.3"",""content"":""in case ball hits them""},{""id"":""g1.1"",""content"":""because of ball""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
33,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32483,52,Wed Jun 28 19:55:06 UTC 2023,Wed Jun 28 19:55:21 UTC 2023,15,"[[{""id"": ""g1.0"", ""content"": ""because she's jumping""}, {""id"": ""g1.1"", ""content"": ""angle of shot""}, {""id"": ""g1.2"", ""content"": ""yes""}, {""id"": ""g1.3"", ""content"": ""jumping""}, {""id"": ""g1.4"", ""content"": ""because she is jumping""}, {""id"": ""g1.5"", ""content"": ""she is jumping""}, {""id"": ""g1.6"", ""content"": ""she jumped""}, {""id"": ""g1.7"", ""content"": ""she leapt""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000394286.jpg""","""Why do the woman's feet seem to be off of the ground?""","[[],[],[{""id"":""g1.7"",""content"":""she leapt""},{""id"":""g1.6"",""content"":""she jumped""},{""id"":""g1.5"",""content"":""she is jumping""},{""id"":""g1.4"",""content"":""because she is jumping""},{""id"":""g1.3"",""content"":""jumping""},{""id"":""g1.0"",""content"":""because she's jumping""},{""id"":""g1.1"",""content"":""angle of shot""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
33,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32017,129,Tue Jun 20 13:33:51 UTC 2023,Tue Jun 20 13:34:04 UTC 2023,13,"[[{""id"": ""g1.0"", ""content"": ""because she's jumping""}, {""id"": ""g1.1"", ""content"": ""angle of shot""}, {""id"": ""g1.2"", ""content"": ""yes""}, {""id"": ""g1.3"", ""content"": ""jumping""}, {""id"": ""g1.4"", ""content"": ""because she is jumping""}, {""id"": ""g1.5"", ""content"": ""she is jumping""}, {""id"": ""g1.6"", ""content"": ""she jumped""}, {""id"": ""g1.7"", ""content"": ""she leapt""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000394286.jpg""","""Why do the woman's feet seem to be off of the ground?""","[[],[],[{""id"":""g1.7"",""content"":""she leapt""},{""id"":""g1.5"",""content"":""she is jumping""},{""id"":""g1.6"",""content"":""she jumped""},{""id"":""g1.4"",""content"":""because she is jumping""},{""id"":""g1.3"",""content"":""jumping""},{""id"":""g1.1"",""content"":""angle of shot""},{""id"":""g1.0"",""content"":""because she's jumping""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
34,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32484,52,Wed Jun 28 19:55:21 UTC 2023,Wed Jun 28 19:55:31 UTC 2023,10,"[[{""id"": ""g1.0"", ""content"": ""kite""}, {""id"": ""g1.1"", ""content"": ""flying kite""}, {""id"": ""g1.2"", ""content"": ""holding kite""}, {""id"": ""g1.3"", ""content"": ""she is flying kite""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000270636.jpg""","""Why is the person's arm upraised?""","[[],[],[{""id"":""g1.3"",""content"":""she is flying kite""},{""id"":""g1.2"",""content"":""holding kite""},{""id"":""g1.1"",""content"":""flying kite""},{""id"":""g1.0"",""content"":""kite""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
34,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32018,129,Tue Jun 20 13:34:04 UTC 2023,Tue Jun 20 13:34:29 UTC 2023,25,"[[{""id"": ""g1.0"", ""content"": ""kite""}, {""id"": ""g1.1"", ""content"": ""flying kite""}, {""id"": ""g1.2"", ""content"": ""holding kite""}, {""id"": ""g1.3"", ""content"": ""she is flying kite""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000270636.jpg""","""Why is the person's arm upraised?""","[[{""id"":""g1.1"",""content"":""flying kite""},{""id"":""g1.2"",""content"":""holding kite""},{""id"":""g1.3"",""content"":""she is flying kite""}],[],[{""id"":""g1.0"",""content"":""kite""}]]","[""both"",""purpose"",""reason""]",TRUE,value,"""see answers""",jgualla1
35,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32485,52,Wed Jun 28 19:55:32 UTC 2023,Wed Jun 28 19:55:43 UTC 2023,11,"[[{""id"": ""g1.0"", ""content"": ""yes""}, {""id"": ""g1.1"", ""content"": ""brake smoke""}, {""id"": ""g1.2"", ""content"": ""friction""}, {""id"": ""g1.3"", ""content"": ""plane is landing fast""}, {""id"": ""g1.4"", ""content"": ""landing""}, {""id"": ""g1.5"", ""content"": ""friction between plane wheel and runway""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525380.jpg""","""Why is the smoke coming from the nose wheels?""","[[],[],[{""id"":""g1.5"",""content"":""friction between plane wheel and runway""},{""id"":""g1.4"",""content"":""landing""},{""id"":""g1.3"",""content"":""plane is landing fast""},{""id"":""g1.2"",""content"":""friction""},{""id"":""g1.1"",""content"":""brake smoke""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
35,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32019,129,Tue Jun 20 13:34:29 UTC 2023,Tue Jun 20 13:34:41 UTC 2023,12,"[[{""id"": ""g1.0"", ""content"": ""yes""}, {""id"": ""g1.1"", ""content"": ""brake smoke""}, {""id"": ""g1.2"", ""content"": ""friction""}, {""id"": ""g1.3"", ""content"": ""plane is landing fast""}, {""id"": ""g1.4"", ""content"": ""landing""}, {""id"": ""g1.5"", ""content"": ""friction between plane wheel and runway""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525380.jpg""","""Why is the smoke coming from the nose wheels?""","[[],[],[{""id"":""g1.5"",""content"":""friction between plane wheel and runway""},{""id"":""g1.4"",""content"":""landing""},{""id"":""g1.3"",""content"":""plane is landing fast""},{""id"":""g1.2"",""content"":""friction""},{""id"":""g1.1"",""content"":""brake smoke""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
36,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32486,52,Wed Jun 28 19:55:43 UTC 2023,Wed Jun 28 19:56:00 UTC 2023,17,"[[{""id"": ""g1.0"", ""content"": ""she's been there long time""}, {""id"": ""g1.1"", ""content"": ""resting""}, {""id"": ""g1.2"", ""content"": ""tired""}, {""id"": ""g1.3"", ""content"": ""make seat softer""}, {""id"": ""g1.4"", ""content"": ""waiting for customer""}, {""id"": ""g1.5"", ""content"": ""comfort""}, {""id"": ""g1.6"", ""content"": ""waiting for sales""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000410302.jpg""","""Why is the woman sit on a cushion?""","[[],[{""id"":""g1.5"",""content"":""comfort""},{""id"":""g1.3"",""content"":""make seat softer""}],[{""id"":""g1.6"",""content"":""waiting for sales""},{""id"":""g1.0"",""content"":""she's been there long time""},{""id"":""g1.4"",""content"":""waiting for customer""},{""id"":""g1.1"",""content"":""resting""},{""id"":""g1.2"",""content"":""tired""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
36,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32020,129,Tue Jun 20 13:34:41 UTC 2023,Tue Jun 20 13:35:20 UTC 2023,39,"[[{""id"": ""g1.0"", ""content"": ""she's been there long time""}, {""id"": ""g1.1"", ""content"": ""resting""}, {""id"": ""g1.2"", ""content"": ""tired""}, {""id"": ""g1.3"", ""content"": ""make seat softer""}, {""id"": ""g1.4"", ""content"": ""waiting for customer""}, {""id"": ""g1.5"", ""content"": ""comfort""}, {""id"": ""g1.6"", ""content"": ""waiting for sales""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000410302.jpg""","""Why is the woman sit on a cushion?""","[[],[{""id"":""g1.4"",""content"":""waiting for customer""},{""id"":""g1.3"",""content"":""make seat softer""},{""id"":""g1.5"",""content"":""comfort""},{""id"":""g1.6"",""content"":""waiting for sales""},{""id"":""g1.1"",""content"":""resting""}],[{""id"":""g1.2"",""content"":""tired""},{""id"":""g1.0"",""content"":""she's been there long time""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
37,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32487,52,Wed Jun 28 19:56:01 UTC 2023,Wed Jun 28 19:56:16 UTC 2023,15,"[[{""id"": ""g1.0"", ""content"": ""they are kids""}, {""id"": ""g1.1"", ""content"": ""they are children""}, {""id"": ""g1.2"", ""content"": ""they fit""}, {""id"": ""g1.3"", ""content"": ""they are small""}, {""id"": ""g1.4"", ""content"": ""small children""}, {""id"": ""g1.5"", ""content"": ""small people""}, {""id"": ""g1.6"", ""content"": ""they are little""}, {""id"": ""g1.7"", ""content"": ""they are toddlers""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525450.jpg""","""Why can both people sit on this char?""","[[],[],[{""id"":""g1.7"",""content"":""they are toddlers""},{""id"":""g1.6"",""content"":""they are little""},{""id"":""g1.5"",""content"":""small people""},{""id"":""g1.4"",""content"":""small children""},{""id"":""g1.3"",""content"":""they are small""},{""id"":""g1.2"",""content"":""they fit""},{""id"":""g1.1"",""content"":""they are children""},{""id"":""g1.0"",""content"":""they are kids""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
37,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,32021,129,Tue Jun 20 13:35:20 UTC 2023,Tue Jun 20 13:35:32 UTC 2023,12,"[[{""id"": ""g1.0"", ""content"": ""they are kids""}, {""id"": ""g1.1"", ""content"": ""they are children""}, {""id"": ""g1.2"", ""content"": ""they fit""}, {""id"": ""g1.3"", ""content"": ""they are small""}, {""id"": ""g1.4"", ""content"": ""small children""}, {""id"": ""g1.5"", ""content"": ""small people""}, {""id"": ""g1.6"", ""content"": ""they are little""}, {""id"": ""g1.7"", ""content"": ""they are toddlers""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000525450.jpg""","""Why can both people sit on this char?""","[[],[],[{""id"":""g1.6"",""content"":""they are little""},{""id"":""g1.7"",""content"":""they are toddlers""},{""id"":""g1.4"",""content"":""small children""},{""id"":""g1.5"",""content"":""small people""},{""id"":""g1.3"",""content"":""they are small""},{""id"":""g1.2"",""content"":""they fit""},{""id"":""g1.1"",""content"":""they are children""},{""id"":""g1.0"",""content"":""they are kids""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
38,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32488,52,Wed Jun 28 19:56:16 UTC 2023,Wed Jun 28 19:56:33 UTC 2023,17,"[[{""id"": ""g1.0"", ""content"": ""costume""}, {""id"": ""g1.1"", ""content"": ""performer""}, {""id"": ""g1.2"", ""content"": ""protection""}, {""id"": ""g1.3"", ""content"": ""for safety""}, {""id"": ""g1.4"", ""content"": ""to protect his head""}, {""id"": ""g1.5"", ""content"": ""for his costume""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000001204.jpg""","""Why does the man have a helmet on his head?""","[[],[{""id"":""g1.5"",""content"":""for his costume""},{""id"":""g1.4"",""content"":""to protect his head""},{""id"":""g1.3"",""content"":""for safety""},{""id"":""g1.2"",""content"":""protection""}],[{""id"":""g1.0"",""content"":""costume""},{""id"":""g1.1"",""content"":""performer""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
